Category,Message
ham,Wife.how she knew the time of murder exactly
ham,Good Morning plz call me sir
ham,Mode men or have you left.
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
ham,Depends on where u going lor.
ham,"Sorry,in meeting I'll call later"
ham,Are u awake? Is there snow there?
ham,Carry on not disturbing both of you
ham,Dont show yourself. How far. Put new pictures up on facebook.
ham,Hai priya are you right. What doctor said pa. Where are you.
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Surely result will offer:)
ham,Yep get with the program. You're slacking.
ham,Ok lor.
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
ham,I dont know why she.s not getting your messages
spam,ringtoneking 84484
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
ham,We left already we at orchard now.
ham,"U so lousy, run already come back then half dead... Hee..."
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
ham,His bday real is in april .
ham,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
ham,How come i din c ü... Yup i cut my hair...
ham,Pls call me da. What happen.
ham,"Sorry, I'll call later"
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ham,Oh... Kay... On sat right?
ham,I cant pick the phone right now. Pls send a message
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
ham,Ok how you dear. Did you call chechi
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,Tell me pa. How is pain de.
ham,We are okay. Going to sleep now. Later
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
ham,You'll never believe this but i have actually got off at taunton. Wow
ham,Keep my payasam there if rinu brings
ham,Hey... What time is your driving on fri? We go for evaluation on fri?
ham,Nope i waiting in sch 4 daddy...
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
spam,85233 FREE>Ringtone!Reply REAL
ham,How are you. Wish you a great semester
ham,How many times i told in the stage all use to laugh. You not listen aha.
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
ham,Do you still have the grinder?
ham,K..k..any special today?
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
ham,Omg it could snow here tonite!
ham,Ok no prob... I'll come after lunch then...
ham,Then ur sis how?
ham,K..k:)how much does it cost?
ham,Sry da..jst nw only i came to home..
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
ham,If you r @ home then come down within 5 min
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
ham,U attend ur driving lesson how many times a wk n which day?
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
ham,Are you planning to come chennai?
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
ham,Nope. Meanwhile she talk say make i greet you.
ham,Apo all other are mokka players only
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
ham,"Right on brah, see you later"
ham,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,I wait 4 ü inside da car park...
ham,"Sorry, I'll call later"
ham,You still at the game?
ham,Tell where you reached
ham,How much for an eighth?
ham,Going to join tomorrow.
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
ham,Draw va?i dont think so:)
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
ham,Well I'm going to be an aunty!
ham,Lol I would but despite these cramps I like being a girl.
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham,Great! I shoot big loads so get ready!
ham,That's significant but dont worry.
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
ham,I need to come home and give you some good lovin...
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,Ok lor. Msg me b4 u call.
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time
ham,I am late. I will be there at
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,Ok.ok ok..then..whats ur todays plan
ham,Life style garments account no please.
ham,Do you think i can move  &lt;#&gt;  in a week
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
ham,Shall i come to get pickle
ham,Yeah imma come over cause jay wants to do some drugs
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
ham,Ya srsly better than yi tho
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,Yes just finished watching days of our lives. I love it.
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
ham,No..but heard abt tat..
ham,Or remind me in a few hrs.
ham,"Thursday night? Yeah, sure thing, we'll work it out then"
ham,Great. So should i send you my account number.
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
ham,Why i come in between you people
ham,Hey... Why dont we just go watch x men and have lunch... Haha
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
ham,K..u also dont msg or reply to his msg..
ham,What time you thinkin of goin?
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
ham,Your dad is back in ph?
ham,Can ü all decide faster cos my sis going home liao..
ham,No de. But call me after some time. Ill tell you k
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
